pl_name,pl_letter,hostname,gaia_id,ra,dec,disc_year,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmassprov,pl_msinie,pl_msinieerr1,pl_msinieerr2,st_teff,st_met,st_lum,st_logg,st_age,st_mass,st_rad,sy_vmag,sy_gaiamag,sy_plx,ttv_flag,tran_flag,rv_flag
WASP-66 b,b,WASP-66,Gaia DR2 5444147952811517696,158.2250301,-34.9899074,2012,Transit,4.08605,7e-06,-7e-06,,,,15.693,3.139,-3.139,746.9005,311.4734,-311.4734,746.9005,311.4734,-311.4734,Mass,,,,6600.0,-0.31,,4.3,,1.33,1.76,11.605,11.5904,1.9717,0,1,1
WASP-71 b,b,WASP-71,Gaia DR2 2507901914613005056,29.2634506,0.7588247,2012,Transit,2.90367,7e-06,-7e-06,,,,13.227,1.345,-1.345,441.7837,104.8839,-104.8839,441.7837,104.8839,-104.8839,Mass,,,,6050.0,0.15,,3.9,,0.76,1.82,10.56,10.5678,2.72889,0,1,1
WASP-28 b,b,WASP-28,Gaia DR2 2641087471777046016,353.6162694,-1.5799849,2014,Transit,3.40883495,1.5e-07,-1.5e-07,0.0442,0.001,-0.001,13.664,0.314,-0.314,282.54945,18.43405,-18.43405,282.54945,18.43405,-18.43405,Mass,,,,,,,,5.5,0.99,1.08,12.274,12.0286,2.84134,0,1,1
GJ 1151 c,c,GJ 1151,Gaia DR2 786834302079285632,177.7304866,48.3732334,2023,Radial Velocity,389.7,5.4,-6.5,0.5714,0.0053,-0.0064,,,,,,,10.62,1.31,-1.47,Msini,10.62,1.31,-1.47,3280.0,-0.12,-2.48,5.09,,0.16,0.18,13.76,11.6938,124.407,0,0,1
WASP-36 b,b,WASP-36,Gaia DR2 5750936092375254016,131.5803897,-8.0269855,2011,Transit,1.53736596,2.4e-07,-2.4e-07,0.02677,0.00028,-0.00028,14.874,0.235,-0.235,750.39663,22.2481,-22.2481,750.39663,22.2481,-22.2481,Mass,,,,5959.0,-0.26,,4.49,1.4,1.08,0.98,12.836,12.6284,2.55993,0,1,1
HAT-P-66 b,b,HAT-P-66,Gaia DR2 852608874351434752,150.5726262,53.9508237,2016,Transit,2.972086,5.7e-06,-5.7e-06,0.04363,0.00121,-0.00064,17.822,1.793,-1.121,248.86089,18.11631,-18.11631,248.86089,18.11631,-18.11631,Mass,,,,6002.0,0.035,0.615,3.99,4.66,1.25,1.88,13.014,12.8922,1.03958,0,1,1
HATS-18 b,b,HATS-18,Gaia DR2 3483636295772522880,173.9574203,-29.1560639,2016,Transit,0.83784,4.7e-07,-4.7e-07,0.0174,0.00098,-0.00098,14.897,0.841,-0.841,629.14449,24.15508,-24.15508,629.14449,24.15508,-24.15508,Mass,,,,5600.0,,,,,1.04,1.02,14.188,13.8786,1.57358,0,1,1
HATS-28 b,b,HATS-28,Gaia DR2 6661242835829891584,284.3997616,-49.1385126,2016,Transit,3.1810781,3.9e-06,-3.9e-06,0.04131,0.00053,-0.00053,13.384,0.785,-0.785,213.58176,27.65121,-27.65121,213.58176,27.65121,-27.65121,Mass,,,,5498.0,0.01,-0.157,4.48,6.2,0.93,0.92,13.981,13.7929,1.83949,0,1,1
KELT-17 b,b,KELT-17,Gaia DR2 651935220461650560,125.617407,13.7353093,2016,Transit,3.0801716,5.3e-06,-5.2e-06,0.04881,0.00065,-0.00061,17.094,0.729,-0.673,416.3573,88.9924,-92.1707,416.3573,88.9924,-92.1707,Mass,416.3573,88.9924,-92.1707,7454.0,-0.018,0.876,4.22,0.65,1.64,1.65,9.234,9.20887,4.38678,0,1,1
HATS-32 b,b,HATS-32,Gaia DR2 2398227794405981568,346.0750861,-21.2720168,2016,Transit,2.8126548,5.5e-06,-5.5e-06,0.04024,0.00053,-0.00053,14.0,1.614,-1.076,292.4036,31.783,-31.783,292.4036,31.783,-31.783,Mass,,,,5700.0,0.39,0.057,4.4,3.5,1.1,1.1,14.386,14.2166,1.31348,0,1,1
HATS-33 b,b,HATS-33,Gaia DR2 6640975950310072960,294.6336944,-55.3302692,2016,Transit,2.5495551,6.1e-06,-6.1e-06,0.03727,0.00037,-0.00037,13.787,1.255,-0.908,378.85336,16.84499,-16.84499,378.85336,16.84499,-16.84499,Mass,,,,5659.0,0.29,-0.018,4.45,3.0,1.06,1.02,11.91,11.7082,3.99633,0,1,1
WASP-53 c,c,WASP-53,Gaia DR2 5136559128264765184,31.9091639,-20.661843,2017,Radial Velocity,2840.0,170.0,-130.0,3.73,0.16,-0.14,,,,,,,5196.5205,270.1555,-260.6206,Msini,5196.5205,270.1555,-260.6206,4953.0,0.22,-0.463,4.55,,0.84,0.8,12.591,12.3473,4.9381,0,0,1
KELT-18 b,b,KELT-18,Gaia DR2 1612165353793791488,216.5238248,59.4442735,2017,Transit,2.8717518,2.8e-06,-2.8e-06,0.0455,0.00067,-0.00069,17.598,0.471,-0.404,375.0394,34.9613,-34.9613,375.0394,34.9613,-34.9613,Mass,375.0394,34.9613,-34.9613,6670.0,0.09,0.813,4.06,1.9,1.52,1.91,10.16,10.1036,3.08284,0,1,1
TOI-2096 c,c,TOI-2096,Gaia DR2 1126422935076082176,151.6186989,74.8272107,2023,Transit,6.38784,1.2e-05,-1.2e-05,0.04,0.002,-0.002,1.914,0.095,-0.095,,,,,,,,,,,3300.0,-0.03,-2.228,5.05,4.0,0.23,0.23,15.92,14.7736,20.5978,0,1,0
WASP-91 b,b,WASP-91,Gaia DR2 6386751579018596864,357.846434,-70.1528621,2017,Transit,2.798581,3e-06,-3e-06,0.037,0.001,-0.001,11.545,0.448,-0.448,425.8922,25.4264,-25.4264,425.8922,25.4264,-25.4264,Mass,,,,4920.0,0.19,,4.3,,0.84,0.86,11.98,11.6236,6.64038,0,1,1
HATS-53 b,b,HATS-53,Gaia DR2 3465357945752055040,176.628323,-33.8600764,2017,Transit,3.8537768,3.8e-06,-3.8e-06,0.04753,0.00066,-0.00066,15.02,0.628,-0.628,189.10885,28.28687,-28.28687,189.10885,28.28687,-28.28687,Mass,,,,5644.0,,0.045,4.34,9.0,0.96,1.1,13.944,13.6564,1.67852,0,1,1
KELT-19 A b,b,KELT-19 A,Gaia DR2 3142847477107193344,111.5095293,7.6157759,2017,Transit,4.6117093,8.8e-06,-8.8e-06,0.0637,0.0031,-0.0027,21.409,1.233,-1.233,1293.5681,,,1293.5681,,,Mass,1287.2115,,,7500.0,-0.12,0.978,4.13,,1.62,1.83,9.857,9.86331,3.30249,1,1,1
NGTS-2 b,b,NGTS-2,Gaia DR2 6220602384081327104,215.1227617,-31.2020698,2018,Transit,4.511164,6.1e-05,-6.1e-05,0.063,0.0024,-0.003,17.878,0.527,-0.504,235.1942,41.3179,-38.1396,235.1942,41.3179,-38.1396,Mass,,,,6478.0,-0.06,,4.2,2.17,1.64,1.7,10.789,10.8605,2.77925,0,1,1
WASP-172 b,b,WASP-172,Gaia DR2 6086712585429729536,199.433742,-47.2375748,2018,Transit,5.477433,7e-06,-7e-06,0.0694,0.0011,-0.0011,17.598,1.121,-1.121,149.3801,31.783,-31.783,149.3801,31.783,-31.783,Mass,,,,6900.0,-0.1,,4.05,1.79,1.49,1.91,10.988,11.0099,1.83142,0,1,1
HATS-59 b,b,HATS-59,Gaia DR2 3538256769264276480,170.324325,-22.388177,2018,Transit,5.416081,1.6e-05,-1.6e-05,0.06112,0.00076,-0.00076,12.621,0.863,-0.863,256.17098,21.93027,-21.93027,256.17098,21.93027,-21.93027,Mass,,,,5670.0,0.18,-0.004,4.42,4.3,1.04,1.04,14.033,13.7854,1.527,0,1,1
HATS-63 b,b,HATS-63,Gaia DR2 4891362198412001408,67.418582,-28.1972149,2018,Transit,3.0566527,4.9e-06,-4.9e-06,0.04026,0.00028,-0.00028,13.529,0.437,-0.437,305.1168,38.1396,-38.1396,305.1168,38.1396,-38.1396,Mass,,,,5627.0,0.081,0.012,4.35,10.3,0.93,1.07,13.992,13.7213,1.5756,0,1,1
Qatar-4 b,b,Qatar-4,Gaia DR2 385697172809355392,4.859275,44.0275965,2017,Transit,1.8053564,,,0.02803,0.00048,-0.00048,12.722,1.233,-1.233,1938.763,171.6282,-171.6282,1938.763,171.6282,-171.6282,Mass,,,,5215.0,0.103,-0.318,4.53,0.17,0.9,0.85,13.574,13.4114,3.01051,0,1,1
HD 145457 b,b,HD 145457,Gaia DR2 1315900158983769472,242.5162215,26.7429068,2010,Radial Velocity,176.3,0.39,-0.39,0.76,0.04,-0.04,,,,,,,708.7609,133.4886,-133.4886,Msini,708.7609,133.4886,-133.4886,4769.0,-0.25,,2.48,,1.23,10.52,6.57226,6.28309,7.36251,0,0,1
Kepler-1728 b,b,Kepler-1728,Gaia DR2 2100378478222060032,287.0940046,39.0607801,2021,Transit,4.78299999,,,,,,2.955,,,,,,,,,,,,,5170.0,0.18,,4.57,,0.89,0.81,15.279,15.084,1.50566,0,1,0
WASP-33 b,b,WASP-33,Gaia DR2 328636019723252096,36.7127375,37.5504441,2010,Transit,1.21987,1e-06,-1e-06,0.0239,0.00063,-0.00063,17.856,0.829,-0.829,665.21819,44.17837,-44.17837,665.21819,44.17837,-44.17837,Mass,,,,7430.0,,,,,1.5,1.44,8.14,8.07004,8.17244,0,1,1
HAT-P-62 b,b,HAT-P-62,Gaia DR2 255397142179844224,74.5043816,48.3008551,2021,Transit,2.6453235,3.9e-06,-3.9e-06,0.03772,0.00024,-0.00024,12.027,0.325,-0.325,241.86742,27.9689,-27.9689,241.86742,27.9689,-27.9689,Mass,,,,5629.0,0.414,0.091,4.31,8.1,1.02,1.17,12.539,12.4362,2.83881,0,1,1
KELT-7 b,b,KELT-7,Gaia DR2 181908842994567936,78.2955912,33.3179532,2015,Transit,2.73477,4e-06,-4e-06,,,,17.934,0.673,-0.673,441.7837,69.9226,-69.9226,441.7837,69.9226,-69.9226,Mass,,,,6768.0,0.0,,4.5,,1.76,1.81,8.56,8.45173,7.28791,0,1,1
K2-390 b,b,K2-390,Gaia DR2 2435650050614494336,355.702386,-9.5887124,2022,Transit,3.312792,0.0001,-0.000104,,,,4.662,0.313,-0.343,,,,,,,,,,,5558.0,-0.116,,4.37,,0.79,0.97,13.611,13.3434,2.16371,0,1,0
Kepler-1864 b,b,Kepler-1864,Gaia DR2 2101485548995660416,289.6867653,41.5889178,2021,Transit,3.88151002,,,,,,0.754,,,,,,,,,,,,,5854.0,0.06,,4.47,,1.03,0.98,12.123,12.0365,3.31688,0,1,0
HATS-3 b,b,HATS-3,Gaia DR2 6805886373600546176,312.4574879,-24.4286938,2013,Transit,3.547851,5e-06,-5e-06,0.0485,0.0004,-0.0006,15.48,0.392,-0.392,340.382,43.223,-43.223,340.382,43.223,-43.223,Mass,,,,6351.0,-0.157,0.456,4.22,3.2,1.21,1.4,12.433,11.8914,2.40421,0,1,1
KELT-6 b,b,KELT-6,Gaia DR2 1464700950221781504,195.9818362,30.640145,2014,Transit,7.8457,0.0002,-0.0002,,,,14.572,1.009,-1.009,165.2716,38.1396,-38.1396,165.2716,38.1396,-38.1396,Mass,,,,6102.0,-0.28,,4.07,,1.42,1.73,10.371,10.1934,4.1255,0,1,1
WASP-97 b,b,WASP-97,Gaia DR2 4911563216311083392,24.6051389,-55.7720006,2014,Transit,2.07276,1e-06,-1e-06,,,,12.778,0.673,-0.673,432.2488,60.3877,-60.3877,432.2488,60.3877,-60.3877,Mass,,,,5640.0,0.23,,4.45,,1.18,1.08,10.57,10.4238,6.59064,0,1,1
HAT-P-45 b,b,HAT-P-45,Gaia DR2 4270547520706275328,274.3732697,-3.3810594,2014,Transit,3.128992,2.1e-05,-2.1e-05,0.0452,0.0007,-0.0007,15.984,1.962,-0.975,283.492,43.541,-31.464,283.492,43.541,-31.464,Mass,,,,6330.0,0.07,0.4,4.3,2.0,1.26,1.32,12.783,12.3977,3.3218,0,1,1
Kepler-394 c,c,Kepler-394,Gaia DR2 2135378231142791808,296.3019792,50.6723115,2014,Transit,12.130686,0.00018,-0.00018,0.11,,,1.66,0.86,-0.86,,,,,,,,,,,6402.0,,,4.41,,,1.13,14.948,14.77,0.916013,0,1,0
Kepler-1741 b,b,Kepler-1741,Gaia DR2 2053093637076689664,292.577073,39.120939,2021,Transit,2.75759006,,,,,,1.273,,,,,,,,,,,,,3683.0,-0.22,,4.84,,0.45,0.42,16.154,15.6903,3.66526,0,1,0
Kepler-1600 b,b,Kepler-1600,Gaia DR2 2052754540819149568,291.3993802,38.7877563,2016,Transit,386.370548,0.008591,-0.008591,,,,3.13,0.28,-0.17,,,,,,,,,,,5214.0,0.07,,4.55,4.68,0.86,0.82,16.076,15.8138,0.942406,0,1,0
XO-3 b,b,XO-3,Gaia DR2 470650560777348352,65.4695814,57.8172095,2007,Transit,3.19154,0.00014,-0.00014,,,,15.805,1.345,-1.345,2316.9807,378.2177,-378.2177,2316.9807,378.2177,-378.2177,Mass,,,,6429.0,-0.18,,3.95,,0.58,1.54,9.854,9.73889,4.66603,0,1,1
HAT-P-13 c,c,HAT-P-13,Gaia DR2 1014520826353577088,129.8823772,47.3519076,2009,Radial Velocity,446.27,0.22,-0.22,,,,,,,,,,4538.421,88.989,-88.989,Msini,4538.421,88.989,-88.989,,,,,,,,10.421,10.4168,4.02313,0,0,1
WASP-17 b,b,WASP-17,Gaia DR2 6042793005779654656,239.9622479,-28.0617941,2009,Transit,3.73543,8e-06,-8e-06,,,,20.961,2.69,-2.69,247.9074,73.1009,-73.1009,247.9074,73.1009,-73.1009,Mass,,,,6550.0,-0.25,,4.2,,2.28,1.49,11.588,11.3803,2.43656,0,1,1
WASP-29 b,b,WASP-29,Gaia DR2 6534414719318224512,357.8791976,-39.9071215,2010,Transit,3.92273,4e-06,-4e-06,,,,8.631,0.785,-0.785,73.1009,15.8915,-15.8915,73.1009,15.8915,-15.8915,Mass,,,,4800.0,0.11,,4.5,,0.77,0.79,11.331,10.8932,11.3874,0,1,1
TOI-1136 f,f,TOI-1136,Gaia DR2 1677343097418015488,192.1848981,64.8552755,2022,Transit,26.3162,0.0017,-0.0013,,,,3.88,0.11,-0.11,,,,,,,,,,,5770.0,0.07,,4.47,0.7,1.02,0.97,9.534,9.36789,11.8003,0,1,0
WASP-32 b,b,WASP-32,Gaia DR2 2546413408888429696,3.9617073,1.2005122,2010,Transit,2.71866,2e-06,-2e-06,,,,10.761,1.681,-1.681,835.8929,260.6206,-260.6206,835.8929,260.6206,-260.6206,Mass,,,,6140.0,-0.13,,4.4,,0.72,0.95,11.257,11.409,3.59493,0,1,1
WASP-38 b,b,WASP-38,Gaia DR2 4453211899986180352,243.9597194,10.0324103,2010,Transit,6.87188,1e-05,-1e-05,,,,13.787,0.673,-0.673,1093.3352,114.4188,-114.4188,1093.3352,114.4188,-114.4188,Mass,,,,6180.0,-0.02,,4.25,,1.76,1.52,9.391,9.20974,7.31146,0,1,1
HIP 21152 b,b,HIP 21152,Gaia DR2 3285426613077584384,68.0205209,5.4100745,2022,Imaging,22000.0,11000.0,-5800.0,17.0,5.0,-4.0,,,,7627.88177,1906.97044,-1271.31363,7627.88177,1906.97044,-1271.31363,Mass,,,,6655.0,0.13,,4.3,0.65,1.4,,6.37009,6.25568,23.009,0,0,0
WASP-46 b,b,WASP-46,Gaia DR2 6462994429708755072,318.7370122,-55.8718634,2011,Transit,1.43036763,9.3e-07,-9.3e-07,0.02335,0.00072,-0.00072,13.159,0.415,-0.415,607.0553,41.3179,-41.3179,607.0553,41.3179,-41.3179,Mass,,,,5600.0,-0.3,,4.49,9.6,0.83,0.86,13.043,12.8519,2.63604,0,1,1
Qatar-2 b,b,Qatar-2,Gaia DR2 3620030644476623616,207.6554928,-6.8040714,2011,Transit,1.33711647,2.6e-07,-2.6e-07,0.02153,0.0002,-0.0002,14.056,0.146,-0.146,792.635,17.162,-17.162,792.635,17.162,-17.162,Mass,,,,4645.0,0.02,,4.53,5.0,0.74,0.78,13.443,13.0276,5.4849,0,1,1
HAT-P-30 b,b,HAT-P-30,Gaia DR2 3096441729861716224,123.9498431,5.8368669,2011,Transit,2.8106,5e-06,-5e-06,,,,16.141,1.681,-1.681,263.7989,57.2094,-57.2094,263.7989,57.2094,-57.2094,Mass,,,,6304.0,0.13,,4.36,,1.55,1.31,10.352,10.2998,4.64498,0,1,1
HD 17156 b,b,HD 17156,Gaia DR2 545560867790611072,42.4366123,71.7530882,2007,Radial Velocity,21.21663,0.00045,-0.00045,,,,12.33,0.336,-0.336,1115.5833,66.7443,-66.7443,1115.5833,66.7443,-66.7443,Mass,,,,6040.0,0.19,,4.2,,1.41,1.55,8.17,8.03298,12.7776,0,1,1
HAT-P-34 b,b,HAT-P-34,Gaia DR2 1810218734055374720,303.1954355,18.1047776,2011,Transit,5.452654,1.6e-05,-1.6e-05,0.06774,0.00074,-0.00076,13.417,1.457,-1.031,1058.3739,66.7443,-63.566,1058.3739,66.7443,-63.566,Mass,,,,6442.0,0.22,,,1.7,1.39,1.53,10.403,10.1944,3.98272,0,1,1
TOI-2406 b,b,TOI-2406,Gaia DR2 2528453161326406016,8.8060544,-3.3720833,2021,Transit,3.0766896,6.5e-06,-6.5e-06,0.0228,0.0016,-0.0016,2.94,0.17,-0.16,,,,,,,,,,,3100.0,-0.38,0.531,5.04,,0.16,0.2,,15.6955,18.016,0,1,0
TOI-451 b,b,TOI-451,Gaia DR2 4844691297067063424,62.966385,-37.93973,2020,Transit,1.858703,2.5e-05,-3.5e-05,0.0283,0.0011,-0.0012,1.91,0.12,-0.12,,,,,,,,,,,5550.0,,-0.189,,0.12,0.95,0.88,10.939,10.7498,8.05268,0,1,0
TIC 237913194 b,b,TIC 237913194,Gaia DR2 4715813347286590080,22.4458116,-60.7399096,2020,Transit,15.168865,1.8e-05,-1.8e-05,0.1207,0.0037,-0.0037,12.52,0.605,-0.527,617.22586,29.24036,-28.92253,617.22586,29.24036,-28.92253,Mass,,,,5788.0,0.14,0.078,4.38,5.7,1.03,1.09,12.144,11.9371,3.2385,0,1,1
GJ 143 b,b,GJ 143,Gaia DR2 4673947174316727040,51.7501882,-63.500166,2019,Transit,35.61253,0.0006,-0.00062,0.1915,0.0058,-0.0063,2.61,0.17,-0.16,22.7,2.2,-1.9,22.7,2.2,-1.9,Mass,,,,4640.0,0.003,-0.686,4.61,3.8,0.73,0.69,8.08,7.67906,61.2455,0,1,1
HD 4760 b,b,HD 4760,Gaia DR2 2556428551067486720,12.4161652,6.4071412,2021,Radial Velocity,434.0,3.0,-3.0,1.14,0.08,-0.08,,,,,,,4417.837,762.792,-762.792,Msini,4417.837,762.792,-762.792,4076.0,-0.91,2.93,1.62,,1.05,42.4,7.51,6.98504,1.83153,0,0,1
Kepler-419 b,b,Kepler-419,Gaia DR2 2135604425595213440,295.4179125,51.1847629,2014,Transit,69.7546,0.0007,-0.0009,0.37,0.007,-0.006,10.8,1.4,-1.3,794.5,95.3,-95.3,794.5,95.3,-95.3,Mass,,,,6430.0,0.176,,4.1,,1.39,1.74,13.089,12.9642,0.960327,1,1,1
Kepler-419 c,c,Kepler-419,Gaia DR2 2135604425595213440,295.4179125,51.1847629,2014,Transit Timing Variations,675.47,0.11,-0.11,1.68,0.03,-0.03,,,,2320.1,127.1,-127.1,2320.1,127.1,-127.1,Mass,,,,6430.0,0.176,,4.1,,1.39,1.74,13.089,12.9642,0.960327,0,0,1
CoRoT-36 b,b,CoRoT-36,Gaia DR2 4477340334766250496,277.7510149,7.1833465,2022,Transit,5.616531,2.3e-05,-2.3e-05,0.066,0.007,-0.007,15.805,1.569,-1.569,216.12332,149.37935,-136.66622,216.12332,149.37935,-136.66622,Mass,,,,6730.0,-0.1,,4.16,2.1,1.32,1.52,13.126,12.9515,1.05227,0,1,1
KELT-14 b,b,KELT-14,Gaia DR2 5560886336446650240,108.301409,-42.4097623,2016,Transit,1.7100566,3.2e-06,-2.6e-06,0.03005,0.00031,-0.00031,19.537,0.527,-0.527,408.09372,10.17056,-10.17056,408.09372,10.17056,-10.17056,Mass,,,,5720.0,0.32,,4.17,5.11,1.24,1.52,11.001,10.8384,3.96931,0,1,1
TOI-421 c,c,TOI-421,Gaia DR2 2984582227215748864,81.8532824,-14.2767404,2020,Transit,16.06819,0.00035,-0.00035,0.1189,0.0039,-0.0039,5.09,0.16,-0.15,16.42,1.06,-1.04,16.42,1.06,-1.04,Mass,,,,5325.0,-0.02,,4.49,9.4,0.85,0.87,9.931,9.77776,13.3407,0,1,1
HD 28109 b,b,HD 28109,Gaia DR2 4668163021600295552,65.2383065,-68.1026875,2022,Transit,22.89104,0.00035,-0.00036,0.1357,0.0034,-0.0034,2.199,0.098,-0.1,18.496,9.12,-7.609,18.496,9.12,-7.609,Mass,,,,6120.0,0.0,,4.13,1.1,1.26,1.45,9.42,9.29976,7.13389,0,1,1
TOI-1130 b,b,TOI-1130,Gaia DR2 6715688452614516736,286.3760037,-41.4376399,2020,Transit,4.066499,4.6e-05,-4.5e-05,0.04394,0.00035,-0.00038,3.65,0.1,-0.1,,,,,,,,,,,4250.0,0.2,-0.854,4.6,8.2,0.68,0.69,11.595,10.9028,17.1355,0,1,0
HATS-2 b,b,HATS-2,Gaia DR2 3492502001623237888,176.7388264,-22.5630097,2013,Transit,1.354133,1e-06,-1e-06,0.023,0.0003,-0.0003,13.092,0.336,-0.336,427.463,47.672,-47.672,427.463,47.672,-47.672,Mass,,,,5227.0,0.15,-0.268,4.48,9.7,0.88,0.9,13.565,13.3419,2.89606,0,1,1
WASP-99 b,b,WASP-99,Gaia DR2 4745660479479743488,39.8976689,-50.0081934,2014,Transit,5.75251,4e-05,-4e-05,,,,11.433,0.673,-0.673,772.3269,117.5971,-117.5971,772.3269,117.5971,-117.5971,Mass,,,,6150.0,0.21,,4.3,,1.21,1.64,9.475,9.3251,6.27403,0,1,1
WASP-90 b,b,WASP-90,Gaia DR2 1737061349198867456,315.5319489,7.0562793,2016,Transit,3.916243,3e-06,-3e-06,0.0562,0.0012,-0.0012,18.271,1.009,-1.009,200.2329,22.2481,-22.2481,200.2329,22.2481,-22.2481,Mass,,,,6430.0,0.11,,4.03,4.4,1.55,1.98,11.618,11.4559,2.11996,0,1,1
K2-266 b,b,K2-266,Gaia DR2 3855246074629979264,157.9356855,0.9372782,2018,Transit,0.658524,1.7e-05,-1.7e-05,0.01306,0.0002,-0.00021,3.3,1.8,-1.3,,,,11.26782,11.3712,-11.3712,Msin(i)/sin(i),,,,4285.0,-0.12,-0.823,4.58,,0.69,0.7,11.625,11.3527,12.865,0,1,0
TOI-481 b,b,TOI-481,Gaia DR2 5486322710592888064,110.5126861,-57.384998,2020,Transit,10.33111,2e-05,-2e-05,0.097,0.001,-0.001,11.097,0.112,-0.112,486.2799,9.5349,-9.5349,486.2799,9.5349,-9.5349,Mass,,,,5735.0,0.26,0.435,4.06,6.7,1.14,1.66,9.972,9.84659,5.54651,0,1,1
WASP-132 c,c,WASP-132,Gaia DR2 6099012478412247296,217.6091998,-46.159516,2022,Transit,1.011534,5e-06,-5e-06,0.0182,0.0003,-0.0003,1.85,0.1,-0.1,37.35,,,37.35,,,Mass,,,,4714.0,0.18,-0.597,4.58,3.2,0.78,0.75,11.938,11.7538,8.10734,0,1,0
WASP-139 b,b,WASP-139,Gaia DR2 4851398799032507776,49.562173,-41.3020235,2016,Transit,5.924262,4e-06,-4e-06,0.062,0.002,-0.002,8.967,0.56,-0.56,37.18611,5.40311,-5.40311,37.18611,5.40311,-5.40311,Mass,,,,5310.0,0.2,,4.59,0.5,0.92,0.8,12.456,12.2715,4.67768,0,1,1
HATS-24 b,b,HATS-24,Gaia DR2 5911182735242698496,268.8907069,-61.7474,2017,Transit,1.3484978,9e-07,-9e-07,0.0238,0.001,-0.001,15.637,0.639,-0.639,718.2958,54.0311,-54.0311,718.2958,54.0311,-54.0311,Mass,,,,6125.0,-0.229,0.19,4.37,3.7,1.07,1.12,12.915,12.6911,1.99658,0,1,1
HATS-42 b,b,HATS-42,Gaia DR2 5603100779728361088,108.4523991,-33.4373462,2018,Transit,2.292102,2.1e-06,-2.1e-06,0.03689,0.00065,-0.00065,15.693,2.802,-1.569,597.5204,47.6745,-47.6745,597.5204,47.6745,-47.6745,Mass,,,,6060.0,0.22,0.425,4.2,3.26,1.27,1.48,13.682,13.5627,1.2207,0,1,1
WASP-168 b,b,WASP-168,Gaia DR2 5555500000779464448,96.7446427,-46.8213635,2018,Transit,4.153658,3e-06,-3e-06,0.0519,0.0008,-0.0008,16.814,5.604,-3.363,133.4886,12.7132,-12.7132,133.4886,12.7132,-12.7132,Mass,,,,6000.0,-0.01,,4.37,3.96,1.08,1.12,12.124,11.7139,3.2613,0,1,1
HATS-61 b,b,HATS-61,Gaia DR2 4890849134501995392,61.6578005,-25.3496674,2018,Transit,7.817953,2.4e-05,-2.4e-05,0.07908,0.00033,-0.00033,13.395,0.751,-0.751,1080.622,44.4962,-44.4962,1080.622,44.4962,-44.4962,Mass,,,,5542.0,0.247,0.369,4.03,8.9,1.08,1.66,13.352,13.0682,1.44214,0,1,1
WASP-47 c,c,WASP-47,Gaia DR2 2613413008919918976,331.203092,-12.019067,2015,Radial Velocity,588.8,2.0,-2.0,,,,,,,,,,398.9,9.1,-9.1,Msini,398.9,9.1,-9.1,5552.0,0.38,,4.34,,1.04,1.14,11.936,11.7889,3.74964,0,0,1
LP 791-18 b,b,LP 791-18,Gaia DR2 3562427951852172288,165.6904843,-16.4064445,2019,Transit,0.9479981,2.1e-06,-2.1e-06,0.00978,0.00012,-0.00012,1.212,0.059,-0.058,,,,,,,,,,,2960.0,-0.09,-2.638,5.12,0.5,0.14,0.18,16.91,15.0715,37.7177,0,1,0
LP 791-18 c,c,LP 791-18,Gaia DR2 3562427951852172288,165.6904843,-16.4064445,2019,Transit,4.9899093,7.4e-06,-7.2e-06,0.02961,0.00035,-0.00036,2.438,0.096,-0.096,7.1,0.7,-0.7,7.1,0.7,-0.7,Mass,,,,2960.0,-0.09,-2.638,5.12,0.5,0.14,0.18,16.91,15.0715,37.7177,0,1,0
TOI-3362 b,b,TOI-3362,Gaia DR2 5351820556994135296,155.9841428,-56.8431169,2021,Transit,18.09547,3e-05,-3e-05,0.153,0.002,-0.003,12.801,0.482,-0.46,1598.35906,212.30938,-205.31715,1598.35906,212.30938,-205.31715,Mass,,,,6532.0,0.017,0.739,4.07,2.14,1.45,1.83,10.86,10.7051,2.69649,0,1,1
HD 28109 d,d,HD 28109,Gaia DR2 4668163021600295552,65.2383065,-68.1026875,2022,Transit,84.25999,0.00744,-0.00662,0.411,0.016,-0.016,3.25,0.11,-0.11,5.681,2.738,-2.11,5.681,2.738,-2.11,Mass,,,,6120.0,0.0,,4.13,1.1,1.26,1.45,9.42,9.29976,7.13389,1,1,1
WASP-132 b,b,WASP-132,Gaia DR2 6099012478412247296,217.6091998,-46.159516,2016,Transit,7.133514,4e-06,-4e-06,0.067,0.001,-0.001,10.05,0.34,-0.34,,,,,,,,,,,4714.0,0.18,-0.597,4.58,3.2,0.78,0.75,11.938,11.7538,8.10734,0,1,1
K2-266 c,c,K2-266,Gaia DR2 3855246074629979264,157.9356855,0.9372782,2018,Transit,7.814,0.0019,-0.0016,0.0679,0.0011,-0.0011,0.705,0.096,-0.085,,,,0.29013,0.17008,-0.17008,Msin(i)/sin(i),,,,4285.0,-0.12,-0.823,4.58,,0.69,0.7,11.625,11.3527,12.865,0,1,0
