pl_rade,Teq,st_teff,pl_orbsmax,st_met
2.93,3038.0,5692.0,0.008585570941484124,0.01
1.12,5075.0,5923.0,0.004266889450378711,-0.06
1.96,630.0,5213.0,0.12915873303740255,-0.06
1.54,2150.0,4315.0,0.006655354617311436,-0.16
1.73,2095.0,4906.0,0.009363401717080475,-0.15
2.23,614.0,5756.0,0.17998758092212827,0.0
4.1,1325.0,5322.0,0.0312193518249774,0.06
2.13,2480.0,6541.0,0.022310734255651426,0.04
4.77,2989.0,6125.0,0.012296473968510692,0.05
1.22,1608.0,4821.0,0.015,0.16
4.57,2710.0,5438.0,0.009509017377767486,0.03
1.59,1000.0,3519.0,0.018066886245393668,-0.31
3.52,1253.0,5808.0,0.06741946018191503,0.03
2.13,926.0,4201.0,0.033697579699884066,-0.09
1.83,2981.0,5382.0,0.015950954670039062,0.04
4.73,1197.0,5327.0,0.1099439216007804,0.15
2.64,2083.0,5527.0,0.012823809406643339,0.01
5.95,2020.0,5913.0,0.021963968153646155,0.19
2.36,697.0,5642.0,0.15242181779014982,0.04
2.6,654.0,3931.0,0.061736520367707604,-0.19
2.28,427.0,5227.0,0.25330261039600377,0.0
1.99,2828.0,5902.0,0.007176261891024017,0.04
2.92,1989.0,6186.0,0.02154521199364791,0.06
1.64,1772.0,5557.0,0.019536489583937985,-0.06
1.61,304.0,4925.0,0.427,-0.37
3.9,491.0,6340.0,0.4,-0.076
2.74,752.0,5688.0,0.10444550575702219,0.0
3.1,881.0,5009.0,0.043828918811933834,-0.11
6.28,3389.0,4972.0,0.014989907823801241,-0.04
2.43,1533.0,5367.0,0.0276475362183659,0.19
2.8,3942.0,5998.0,0.0070980498095608415,0.02
1.95,573.0,4925.0,0.12,-0.37
2.83,1432.0,5894.0,0.04484128291708926,0.0
2.37,1443.0,5683.0,0.03529651485328931,-0.01
2.49,2336.0,5009.0,0.008085503573588554,0.21
2.09,1059.0,3715.0,0.017978584230492426,0.04
1.62,1614.0,6213.0,0.0382,0.36
2.97,556.0,5211.0,0.1394,0.08
3.35,2077.0,5971.0,0.01837434954112089,0.06
1.3,3433.0,5794.0,0.006939243255620534,-0.02
1.24,2001.0,5733.0,0.018574497252511462,0.11
2.15,600.0,5990.0,0.21,0.05
1.91,1801.0,6231.0,0.039196187349629395,0.12
1.64,2203.0,4512.0,0.0057953759362698865,0.03
2.36,1017.0,5438.0,0.06561979702771707,-0.16
1.02,2885.0,6266.0,0.019730256092814976,0.02
1.2,1190.0,6167.0,0.07881970103738413,0.01
1.7,2258.0,5582.0,0.008533442005191719,0.04
6.41,1002.0,5887.0,0.14920618331885263,0.09
2.57,1062.0,6058.0,0.11062484073380027,0.29
0.77,2519.0,5776.0,0.010647012702451735,0.05
2.66,3095.0,5754.0,0.006937645782960509,0.07
3.17,258.0,4995.0,0.4453722545862841,0.02
2.22,616.0,6132.0,0.33080755480279245,0.1
0.96,1983.0,6150.0,0.030229316741244065,-0.03
10.87,468.0,5075.0,0.1055,0.26
3.64,214.0,5347.0,1.236787549514938,0.06
1.01,1470.0,5381.0,0.03214951280490922,-0.04
2.53,803.0,5682.0,0.171116554556913,0.05
3.32,3086.0,5047.0,0.017935714307642917,-0.02
1.05,2219.0,5659.0,0.01443711791606333,0.07
0.82,2225.0,5858.0,0.01687840728963941,-0.12
1.61,1168.0,5825.0,0.09925016522942091,0.02
2.12,1572.0,6228.0,0.05896258069689237,-0.1
2.69,990.0,5761.0,0.07059965547376093,0.0
2.01,1592.0,4299.0,0.010799518995451627,0.28
0.73,2618.0,5361.0,0.00900718254503823,-0.07
0.91,2394.0,5359.0,0.0219128348327376,-0.04
1.31,3028.0,6339.0,0.022088821038078195,0.13
1.86,1115.0,5679.0,0.06794942966624327,0.0
2.22,741.0,6182.0,0.18706673439485147,0.05
2.64,404.0,5706.0,0.3406180697704313,0.05
2.66,1135.0,6136.0,0.07006417070512717,0.01
1.53,6656.0,5948.0,0.0014980956330832233,0.01
1.99,3874.0,5905.0,0.005673312509580115,0.07
0.79,3054.0,5239.0,0.004951964112804283,-0.04
0.95,2456.0,5940.0,0.012158717769430338,0.04
0.92,2744.0,4106.0,0.00367481185114659,-0.06
3.32,1693.0,6155.0,0.03704191040948944,0.03
1.99,2331.0,5789.0,0.02150282802798489,0.1
10.18,1068.0,4881.0,0.038416027608109894,-0.1
0.72,4795.0,5316.0,0.002530479780345019,-0.04
4.2,583.0,5312.0,0.1575,0.16
1.61,1124.0,6100.0,0.0533,-0.12
2.73,378.0,5655.0,0.41442495998411866,-0.03
2.78,730.0,4893.0,0.07531664505115607,-0.03
2.52,2274.0,5934.0,0.020742938100266405,0.08
1.2,3628.0,5808.0,0.007185315338126638,0.02
1.35,962.0,3359.0,0.008510048453395456,-0.3
2.5,576.0,5042.0,0.12032899345405149,-0.05
1.54,2535.0,5789.0,0.01132351024832074,-0.02
2.67,1243.0,5690.0,0.04445843324468188,0.04
2.11,1101.0,6228.0,0.17633629732356937,0.12
1.61,1617.0,6069.0,0.03787051419510075,0.0
2.65,1420.0,5808.0,0.05783287463382685,0.03
1.32,4600.0,5431.0,0.0027639535082188446,0.02
2.12,1209.0,5427.0,0.03613764862203141,0.03
1.22,781.0,4224.0,0.0468,-0.2
4.24,464.0,5888.0,0.4025,-0.1
1.23,1606.0,4908.0,0.01510264106106719,0.04
2.3,342.0,5818.0,0.6135,-0.22
1.41,234.0,4925.0,0.718,-0.37
1.21,987.0,5772.0,0.0576,0.0
7.97,744.0,5745.0,0.2588,0.4
1.61,1358.0,5670.0,0.0407,0.06
1.41,1880.0,6120.0,0.0454,0.02
0.68,2200.0,5101.0,0.00901748787528346,0.0
4.13,2563.0,5513.0,0.009878620173507827,-0.01
2.36,980.0,5130.0,0.04882555379471245,0.05
14.863,1498.0,4730.0,0.01677,0.11
6.5,576.0,5808.0,0.3513540592346058,0.03
11.209,476.0,5951.0,0.369,0.2
12.3,407.0,5498.0,0.3,0.18
10.07,2238.0,5675.0,0.02035977999039291,0.0
7.52,726.0,4690.0,0.0629,-0.16
2.07,1012.0,5741.0,0.0675,0.11
2.61,2718.0,5616.0,0.010195228550788377,0.09
7.72,975.0,5014.0,0.04427210456436859,0.0
1.99,3944.0,5539.0,0.004206758174567229,0.18
4.0,1631.0,4828.0,0.01514753689403582,0.01
11.874,244.0,6210.0,2.7205,-0.14
1.5,3143.0,6173.0,0.013405377777795602,0.08
14.44,1385.0,6613.0,0.07555663003461328,0.04
1.28,3273.0,4248.0,0.0022016044396542507,-0.09
2.43,515.0,4838.0,0.13661400067826762,0.09
2.1,908.0,5260.0,0.06401556616681846,0.01
1.78,2680.0,5961.0,0.012406934953098697,0.0
1.93,983.0,5044.0,0.06620794508605625,-0.03
1.22,5106.0,5973.0,0.0038002686508242177,0.15
0.99,1223.0,5711.0,0.0511,0.141
2.78,1017.0,3914.0,0.027378177247290792,-0.13
12.341,727.0,6150.0,0.2804,-0.04
1.669,822.0,4316.0,0.037,-0.23
1.0,383.0,3420.0,0.0576,-0.1
5.99,684.0,5692.0,0.21992881252009838,0.04
10.088,1160.0,5260.0,0.0386,0.2
2.46,1076.0,5387.0,0.0455949388443378,-0.06
3.4,1288.0,6675.0,0.0800801928688448,0.04
1.32,2349.0,3712.0,0.0036807586142245095,-0.07
1.68,2227.0,4128.0,0.006000237737095258,-0.24
2.59,3596.0,5830.0,0.005660437452492396,0.05
2.56,1111.0,5403.0,0.04294940549313024,-0.18
3.36,1234.0,5987.0,0.039451238437928735,0.01
4.63,2279.0,5266.0,0.010732304882010522,0.21
2.42,3719.0,5485.0,0.011566007896740251,-0.12
3.55,2418.0,6761.0,0.03135136284437189,0.02
2.42,3040.0,5890.0,0.010364949409106027,0.13
3.79,749.0,5919.0,0.139933511738593,0.02
13.888,1609.0,5948.0,0.06864,0.329
2.09,1495.0,6062.0,0.04293448639530069,-0.02
3.41,864.0,5148.0,0.05430650975725235,-0.03
3.56,2698.0,5326.0,0.015832752405739395,-0.17
5.21,1273.0,5575.0,0.048128213495827944,-0.04
8.89,878.0,5954.0,0.14865457795011067,0.09
2.43,1083.0,5901.0,0.07698572821684146,0.04
2.84,3142.0,5693.0,0.010122277085417289,0.04
5.5,777.0,6340.0,0.16,-0.076
2.82,992.0,5418.0,0.05507234398054824,0.01
2.31,785.0,5806.0,0.14302987929043368,0.03
1.77,3151.0,6160.0,0.008692427485281548,0.05
1.36,5124.0,6014.0,0.002872689966677966,0.02
2.13,691.0,6335.0,0.21072915170475298,0.04
1.72,649.0,3556.0,0.035308653561738026,-0.39
3.34,2583.0,5660.0,0.01545815600163189,-0.03
1.41,930.0,5550.0,0.0602,0.46
1.37,1404.0,5581.0,0.03195954661497179,0.0
2.6,331.0,4857.0,0.3461783893365478,0.06
1.16,6697.0,6299.0,0.0037774557617677607,0.03
2.61,1762.0,5941.0,0.029945333788667667,0.11
1.44,2052.0,5306.0,0.01133632007412515,-0.01
2.34,2219.0,6203.0,0.04156757818106516,0.18
2.37,1243.0,6217.0,0.06588289300640854,0.04
2.05,358.0,5903.0,0.7326,-0.1
1.32,2584.0,5212.0,0.006936199804087335,-0.03
2.48,888.0,4983.0,0.049127658943769976,-0.01
1.42,1251.0,5975.0,0.06496477383844586,0.05
0.94,2436.0,6191.0,0.017972004073384795,0.26
1.52,2978.0,5502.0,0.007053304657705692,-0.09
4.6,344.0,6065.0,1.5565806201178543,-0.28
1.11,4416.0,6113.0,0.005838139124933458,-0.02
0.87,2461.0,3964.0,0.0036940590713291097,-0.25
1.59,2780.0,5851.0,0.009766701426559062,0.05
1.19,2811.0,6050.0,0.015300866723499711,0.13
2.55,821.0,5629.0,0.10253177601651794,-0.11
2.31,2381.0,5718.0,0.012155353339643394,0.01
1.51,1751.0,4776.0,0.010372865715782885,0.05
1.06,4581.0,4105.0,0.0013873289728200263,0.01
1.55,5960.0,6331.0,0.0019717357467379723,0.07
1.84,2586.0,5981.0,0.013435312150594805,0.06
1.97,1419.0,5569.0,0.03088132606986852,-0.02
3.0,2352.0,6040.0,0.01483389810848456,0.02
1.33,1639.0,6155.0,0.03854674947754594,0.14
1.96,1481.0,5608.0,0.0239231613628721,0.08
0.94,1731.0,5718.0,0.03917335647173246,-0.03
1.52,2781.0,6297.0,0.009931308497864213,0.04
1.13,1551.0,4862.0,0.01589155392482373,0.0
1.1,438.0,3420.0,0.0441,-0.1
4.347,374.0,4700.0,0.3553,-0.2
5.0,642.0,4950.0,0.098,0.3
2.18,918.0,5810.0,0.09240560550590345,0.06
1.33,2043.0,5933.0,0.026421448701943767,0.07
2.19,181.0,4736.0,1.215693756615415,-0.46
3.11,1182.0,6152.0,0.05593306776074382,-0.02
2.07,319.0,5422.0,0.5192483362139019,0.01
2.067,1075.0,5904.34,0.13821329844882188,0.138
1.03,2352.0,5643.0,0.010581753886131437,0.03
6.9,183.0,6175.0,3.595949636637455,-0.42
1.06,3771.0,6377.0,0.008690088246850183,0.02
0.76,2478.0,5564.0,0.013681055344312052,0.06
3.438,1470.0,5466.0,0.029787601454204452,0.27
8.564,345.0,5913.0,1.0896,-0.07
1.75,2066.0,6247.0,0.01873586325233214,0.05
8.46,377.0,5617.0,0.4390034379441694,0.14
1.65,4870.0,6104.0,0.003551248533165597,0.0
1.52,1956.0,6080.0,0.022582044202664128,0.02
2.21,1468.0,5074.0,0.020409293723011607,0.01
2.25,1744.0,6139.0,0.045376519254522456,0.05
2.98,1520.0,6747.0,0.0488,0.0
2.51,1280.0,3157.0,0.007530161528735911,0.27
1.34,5518.0,5268.0,0.0014867563411953904,0.01
1.96,1769.0,5971.0,0.031842562013559124,0.08
1.28,1951.0,3658.0,0.005503431732177387,-0.59
0.82,3830.0,5791.0,0.0064402266369795284,0.04
1.64,579.0,4079.0,0.0774,-0.11
2.02,856.0,4339.0,0.04424983805987249,-0.18
3.93,812.0,6394.0,0.24574678253284943,0.26
1.21,2487.0,5658.0,0.011454696227218177,-0.09
1.01,2330.0,5345.0,0.010119124416791886,0.01
1.46,2050.0,5866.0,0.019362735670470203,-0.01
2.63,787.0,5450.0,0.1011,0.01
3.04,814.0,3701.0,0.025370150460958623,-0.02
2.36,2809.0,6123.0,0.014185978179771951,0.13
2.41,1377.0,5069.0,0.025389670219457403,-0.09
1.569,1616.0,5620.0,0.03997,0.21
1.11,2828.0,6291.0,0.0250701260594797,0.19
1.25,990.0,3157.0,0.01260288202492671,0.27
1.88,1688.0,6161.0,0.049620316278226315,0.3
0.86,3117.0,6356.0,0.012992665928972752,-0.03
3.07,576.0,5659.0,0.24599369463637685,0.01
2.02,929.0,3804.0,0.016570294509547633,-0.1
1.65,1542.0,3804.0,0.006015951866094329,-0.1
3.36,953.0,5532.0,0.0794785820392511,0.08
2.31,1561.0,6117.0,0.041224631771745776,-0.06
1.84,748.0,5545.0,0.12006660401133241,-0.04
0.76,2286.0,5817.0,0.021199740523328178,-0.14
7.163,1042.0,6095.0,0.1528,0.175
1.5,2221.0,5782.0,0.017790533436896874,0.02
1.04,1875.0,5876.0,0.019436601382132948,0.05
1.83,1490.0,5796.0,0.039654916158841036,-0.02
1.67,887.0,5156.0,0.05738518941114711,0.07
14.011,1155.0,5900.0,0.0904,-0.02
0.98,1522.0,5751.0,0.0504,0.21
5.5,187.0,6091.0,2.3461122090900437,-0.04
3.02,361.0,5991.0,0.6316970327339004,0.01
1.61,2363.0,5866.0,0.022482257573007525,0.03
2.45,1299.0,5532.0,0.03544175642225802,0.218
1.06,3101.0,5946.0,0.007581923334977648,0.03
1.91,5097.0,5418.0,0.007549565260018971,-0.38
0.92,1964.0,6116.0,0.039032414541173385,0.05
2.25,1339.0,6010.0,0.05672546583528664,0.05
1.29,5630.0,5267.0,0.0016760418157892032,0.12
2.58,1788.0,6150.0,0.02808694245387329,-0.03
2.48,1082.0,5579.0,0.05312387862915921,0.0
4.62,1177.0,6032.0,0.0918,-0.14
1.27,459.0,3788.0,0.11,-0.28
9.785,1257.0,5679.0,0.04667,0.21
2.26,1205.0,5198.0,0.031194680388590044,-0.06
1.82,2647.0,5556.0,0.008818367347458594,0.08
0.61,6029.0,5589.0,0.0018739576517451178,0.01
9.18,204.0,5597.0,2.026,-0.088
2.77,944.0,5816.0,0.09467094705499607,0.03
1.35,4636.0,6680.0,0.011505262657681512,0.05
9.494,706.0,5695.0,0.1206,0.2
2.5,1313.0,5695.0,0.03802283025550877,0.14
2.45,2186.0,5496.0,0.01149579057063153,0.06
2.32,2386.0,6058.0,0.01607507292261335,0.07
1.98,3293.0,6067.0,0.007770970786155243,-0.03
1.25,4241.0,5735.0,0.004441051766150218,-0.03
2.95,889.0,4877.0,0.0497,0.26
3.68,533.0,5821.0,0.28829952444028245,-0.03
2.64,1577.0,6174.0,0.0706040479680733,0.41
1.6,785.0,4540.0,0.0491,0.04
1.56,1271.0,3669.0,0.007838788386915018,-0.04
2.21,1840.0,6222.0,0.03603201309953633,0.1
2.2,1939.0,5825.0,0.03599967714589819,0.02
2.8,926.0,5507.0,0.0582180700855313,0.02
1.13,2382.0,6194.0,0.022161358858245148,0.08
1.15,2083.0,5288.0,0.011003104368130947,-0.09
13.17,744.0,5394.0,0.10822697934572457,-0.06
2.29,1335.0,5614.0,0.041961585316735446,-0.03
4.19,1840.0,5943.0,0.019774846486329708,0.12
3.26,470.0,5637.0,0.2853913885676399,0.01
3.27,814.0,5672.0,0.08161868325079338,0.09
6.4,357.0,6340.0,1.2343149751920641,-0.38
2.5,1500.0,5858.0,0.037154694453116296,-0.12
1.73,2367.0,3827.0,0.0039632108237098364,-0.06
1.8,1390.0,5885.0,0.041030957178550986,-0.03
8.1,380.0,6080.0,0.71,-0.12
3.36,2339.0,5493.0,0.017829792477810854,-0.11
2.32,1152.0,5001.0,0.02817368119169488,-0.03
3.14,182.0,4434.0,0.8909073795846147,0.05
2.82,365.0,5837.0,0.48425011864444223,0.02
2.6,2067.0,5264.0,0.013009627744458135,0.03
3.03,1894.0,5744.0,0.026144274083645197,-0.04
2.5,1045.0,4671.0,0.033789142785107966,-0.19
2.63,2543.0,5863.0,0.011318526317070891,0.02
2.76,634.0,5653.0,0.12960589533521585,0.02
3.54,602.0,6179.0,0.20473690233119102,0.04
6.39,662.0,5080.0,0.063,0.3
1.9,1855.0,5160.0,0.013949933632563537,-0.02
1.63,1187.0,5998.0,0.1055116665888921,0.07
1.0,1423.0,5839.0,0.05608548846069494,0.02
8.52,2897.0,5777.0,0.013663389940630244,-0.02
1.59,1869.0,4700.0,0.009694237487646737,-0.11
2.81,819.0,5931.0,0.12027066305026742,0.18
2.02,1012.0,4554.0,0.0323895614764587,-0.13
2.29,1318.0,6177.0,0.04356324935355871,0.03
1.64,3626.0,4877.0,0.003093104904236099,0.07
2.29,1332.0,5813.0,0.03979172306767646,0.01
2.15,922.0,5132.0,0.047414503963720496,-0.01
0.99,3376.0,5214.0,0.004481307640807996,0.22
2.0,1140.0,5345.0,0.0447,0.19
11.77,1089.0,5900.0,0.048,0.05
0.85,2509.0,5538.0,0.012946631608702493,0.18
2.14,1574.0,6051.0,0.036574951569959595,0.03
2.5,1503.0,6187.0,0.052848810950687934,0.11
1.98,1001.0,6089.0,0.1051622085295602,-0.03
2.67,4119.0,6068.0,0.010505581445821425,0.02
6.06,361.0,5677.0,0.7761641997593832,0.01
2.04,3965.0,4913.0,0.002348368842331989,0.01
1.96,2046.0,5664.0,0.013885096534080883,0.04
2.39,1693.0,5612.0,0.02061312052203249,-0.01
1.76,2071.0,5453.0,0.010206731023800767,0.0
1.23,3234.0,5723.0,0.006241272553382967,-0.02
2.84,1031.0,5127.0,0.040281415846319925,-0.02
1.79,1160.0,5108.0,0.029190496057148158,-0.03
1.47,1517.0,4043.0,0.013078666640703616,-0.17
2.08,1458.0,4836.0,0.017619689498438028,-0.01
0.84,1092.0,5685.0,0.07032388897589109,0.12
2.07,1822.0,5865.0,0.038070391480640266,0.04
1.07,823.0,3788.0,0.0343,-0.28
1.42,2534.0,5660.0,0.012636258442368792,-0.02
2.09,881.0,5754.0,0.15783321128062625,0.29
1.44,2863.0,5833.0,0.010282257078633587,0.02
1.03,2612.0,6302.0,0.017897609418783135,0.02
5.11,1471.0,5638.0,0.02691441443501185,-0.08
2.78,3066.0,6322.0,0.014509082309596081,0.11
2.18,1373.0,4725.0,0.022201055858486096,0.05
2.27,527.0,6184.0,0.5315687701787657,0.02
1.42,1669.0,5778.0,0.028615534704460495,0.06
2.62,835.0,5315.0,0.07018517502581667,-0.01
2.86,474.0,5472.0,0.2268215191422076,0.12
2.26,1095.0,4895.0,0.0341982154711009,-0.05
5.5,1745.0,4963.0,0.015076503207302567,-0.01
3.18,603.0,6112.0,0.22337146376231684,0.06
14.022,1190.0,5670.0,0.05475,0.16
2.25,1056.0,5148.0,0.042734791233007045,0.0
4.85,263.0,5148.0,0.5861169227938143,-0.03
3.72,703.0,6095.0,0.1941017745171303,0.08
1.28,1877.0,5071.0,0.012600304408678578,0.05
1.5,814.0,3900.0,0.033,0.0
0.85,3967.0,5732.0,0.008286251782739448,0.41
0.95,1128.0,5858.0,0.06565397794710845,-0.12
0.82,4563.0,6230.0,0.006991660807075946,0.12
1.76,810.0,5248.0,0.08376098705044399,-0.05
2.47,1051.0,5884.0,0.05029293616626121,0.06
4.77,519.0,6224.0,0.4671709709274362,0.07
2.7,347.0,5201.0,0.4228597872831376,-0.06
3.11,981.0,5440.0,0.057659364470890866,-0.01
2.8,1968.0,5700.0,0.017252603870353767,0.0
2.07,1297.0,6195.0,0.052714803346322274,0.04
1.12,2113.0,5183.0,0.010311630481006263,-0.03
4.38,1894.0,7005.0,0.04739493294491475,0.02
1.3,4508.0,5188.0,0.0022689484849531903,-0.04
1.14,1737.0,5817.0,0.026513024523547268,0.0
2.4,2726.0,5887.0,0.012438850060208412,0.01
2.2,1030.0,5849.0,0.07954387514450509,-0.01
1.38,2333.0,4904.0,0.007432224660040566,-0.04
2.22,546.0,5470.0,0.17223560112244155,-0.11
2.77,805.0,4850.0,0.06017955949716993,-0.08
2.63,1063.0,5718.0,0.08402487694564142,-0.01
2.78,1580.0,5603.0,0.02562222975195979,-0.25
0.8,2533.0,6022.0,0.017866537717602677,0.07
2.81,1273.0,4967.0,0.03034690016434874,0.01
6.98,704.0,5345.0,0.1172,0.19
3.01,1237.0,5403.0,0.03239253830857701,-0.09
2.03,984.0,5904.0,0.11442625226782996,0.05
1.42,3029.0,6179.0,0.021634556757610203,0.11
1.53,4342.0,5636.0,0.0035553401540444596,0.04
1.48,3252.0,5779.0,0.0069372421023222285,-0.2
2.57,1133.0,5192.0,0.033781251266919325,0.0
0.87,2286.0,5564.0,0.016072228860875965,0.06
1.47,1159.0,5528.0,0.048247733306755004,0.03
2.08,1500.0,4965.0,0.021040444624979886,-0.25
4.75,1227.0,6096.0,0.07492388182723396,0.38
3.41,772.0,5222.0,0.06093687619800793,-0.04
1.41,2120.0,5461.0,0.013679846707726519,0.09
1.32,1478.0,5778.0,0.03256718184036295,0.02
2.29,2151.0,4755.0,0.007846582867948815,0.02
2.36,3368.0,5762.0,0.0052528109391148025,-0.03
3.4,1161.0,6778.0,0.12730025423445937,0.06
3.65,568.0,5543.0,0.16525597387514832,0.04
2.17,1238.0,4500.0,0.02291051895903507,0.02
0.79,2355.0,5541.0,0.01111870478494319,0.01
2.26,944.0,5871.0,0.0810540958159453,-0.17
0.78,5949.0,5665.0,0.002481413322779164,0.23
0.96,4701.0,6014.0,0.005322441381010923,0.02
1.49,2457.0,5121.0,0.009988691594758466,-0.17
3.23,295.0,5797.0,1.1687608564769258,0.03
2.13,1425.0,5431.0,0.025162460067261923,-0.06
1.96,651.0,4422.0,0.07283904749699116,-0.02
1.09,3182.0,5961.0,0.010709354327946492,0.19
10.862,1404.0,5880.0,0.04491,0.15
2.39,1079.0,5388.0,0.04347643259293656,-0.06
8.059,1013.0,6150.0,0.1445,-0.04
1.32,3759.0,5908.0,0.007956878732405907,0.12
1.73,3593.0,5470.0,0.004658425541192754,0.03
0.76,4894.0,5416.0,0.005376267748726989,0.03
2.36,2079.0,6327.0,0.025011344677155378,0.04
2.79,3450.0,5575.0,0.005644762054552402,0.0
8.4,1925.0,5721.0,0.042321703475657085,0.04
8.373,380.0,5820.0,0.4988,-0.01
1.58,4986.0,6199.0,0.00456502692021773,0.07
2.44,2638.0,4945.0,0.005915943847602419,-0.05
10.705,1328.0,5150.0,0.0603,0.15
2.37,838.0,5926.0,0.14273404303244192,0.06
2.7,1322.0,5747.0,0.06478507283755791,0.05
2.94,661.0,5331.0,0.1171,-0.2
3.3,2536.0,5933.0,0.021171830537089487,0.19
1.3,2897.0,5475.0,0.017105744717698403,0.09
2.55,1386.0,5378.0,0.025833845607127044,-0.44
3.49,545.0,6174.0,0.386,-0.073
1.23,1453.0,3299.0,0.007631870083436385,0.04
2.85,1190.0,5315.0,0.0366502954919453,-0.09
1.44,1307.0,5986.0,0.06398798573397468,-0.02
3.36,662.0,6200.0,0.24575031268853606,0.04
2.586,571.0,4684.0,0.098,-0.137
1.68,1771.0,6064.0,0.06704105344622778,0.14
2.5,1828.0,5802.0,0.027636454463926256,0.03
3.28,969.0,5956.0,0.21833909252856523,0.09
2.23,1422.0,5549.0,0.029131704364091,-0.05
1.42,5138.0,5671.0,0.0025258159784615907,-0.05
11.3,318.0,6080.0,1.01,-0.12
2.57,1275.0,4779.0,0.02306797713162898,-0.07
2.16,462.0,4075.0,0.11503967706588619,-0.02
1.43,2184.0,4070.0,0.005053325851003368,-0.02
2.93,2414.0,5217.0,0.009376795366633425,0.03
1.7,1747.0,5568.0,0.02164667329436411,0.04
9.03,2532.0,5861.0,0.01103244515587049,0.02
2.56,6361.0,7044.0,0.004600138046843562,-0.01
1.4,338.0,3784.0,0.1935846458505751,-0.06
4.21,1167.0,6195.0,0.10149518038925034,0.02
2.12,3046.0,6162.0,0.017632058493349676,0.01
2.59,1079.0,5890.0,0.07125573268917154,-0.02
3.63,1196.0,5806.0,0.04648762691086185,0.03
3.26,295.0,5211.0,0.4811191034121694,-0.11
3.36,713.0,5049.0,0.08528665801301655,-0.02
2.33,1221.0,5303.0,0.0357011002839711,-0.05
2.1,3847.0,6170.0,0.009341603630830083,-0.01
2.46,542.0,4098.0,0.08832573007200449,0.02
1.33,2836.0,5099.0,0.005686781516258392,-0.12
5.77,4543.0,4677.0,0.0016329039244088051,0.04
1.93,1638.0,5665.0,0.03162456406751989,-0.09
2.7,410.0,3900.0,0.13,0.0
3.54,740.0,5507.0,0.10705326673333497,0.06
1.21,2676.0,5486.0,0.008526627819478516,0.01
2.59,949.0,4098.0,0.028834551017011774,0.02
2.66,1204.0,4781.0,0.0238953172605702,-0.16
2.54,1203.0,6100.0,0.13035763105585735,0.22
2.54,379.0,4392.0,0.19473131108010178,-0.25
2.3,1213.0,5598.0,0.05075700549412846,-0.01
3.47,990.0,6174.0,0.117,-0.073
2.63,832.0,5409.0,0.11277958618028203,-0.11
1.85,1831.0,5679.0,0.020981374550869077,-0.02
12.22,1763.0,6035.0,0.027,0.05
2.11,859.0,6035.0,0.11640154171228206,-0.09
1.66,1144.0,5828.0,0.08758093820184866,0.03
1.31,3269.0,5667.0,0.006871598421051769,-0.07
1.54,3734.0,6213.0,0.008844609361118846,0.04
1.88,1485.0,5701.0,0.03675849284077684,0.01
1.33,1375.0,6158.0,0.05921959116550891,0.01
1.52,2020.0,6337.0,0.028042989222478203,0.04
0.57,809.0,3068.0,0.0154,-0.33
1.94,1423.0,5817.0,0.03948604809166478,0.0
1.04,4825.0,5160.0,0.001967972490416588,-0.03
1.35,1431.0,4630.0,0.01586235223912163,-0.1
1.31,2094.0,5827.0,0.019246717059729097,-0.19
1.19,625.0,5097.0,0.11326863268819352,-0.01
2.36,1131.0,6449.0,0.13399836172489726,0.04
2.1,375.0,3926.0,0.1768,0.0
2.32,1008.0,6018.0,0.10194351489949006,0.02
1.57,1326.0,5526.0,0.035128721699521935,0.02
1.29,2204.0,5892.0,0.019380066130437884,0.08
3.18,1507.0,6406.0,0.06703298252271304,0.25
2.89,1245.0,6112.0,0.08954498552800821,-0.06
1.76,3675.0,5043.0,0.0032521612949913494,-0.01
2.49,925.0,6060.0,0.11798334783658948,0.01
2.29,1278.0,5723.0,0.04291261604465411,-0.01
3.07,2031.0,6160.0,0.02704584706534829,0.03
2.03,1505.0,5706.0,0.027258912487281187,-0.09
2.2,1534.0,6807.0,0.07496975603159182,0.05
2.0,444.0,3499.0,0.0727,0.09
1.45,1538.0,5923.0,0.04765723779181531,-0.08
0.546,829.0,5046.0,0.0696,-0.55
1.99,1716.0,5473.0,0.019332202972526955,0.04
9.67,2375.0,5995.0,0.022819658243404973,0.04
2.39,2169.0,5839.0,0.022250285035970086,0.04
2.21,2718.0,5333.0,0.008260928436201886,0.04
4.76,700.0,6453.0,0.36759063198697894,0.35
3.61,777.0,5664.0,0.10956943188301592,0.02
2.88,462.0,6080.0,0.48,-0.12
3.1,3324.0,5524.0,0.00486514322741659,0.0
1.73,3478.0,5350.0,0.004077130203294946,-0.03
2.17,1856.0,5312.0,0.014721477141637278,0.0
2.22,1359.0,6031.0,0.06737203824371647,0.02
2.34,2655.0,6327.0,0.015334347307638111,0.04
9.8,1190.0,4840.0,0.1652,0.2
1.14,2273.0,5770.0,0.02208105017905056,0.0
3.2,1160.0,5355.0,0.03202336642683815,-0.01
9.1,455.0,5529.0,0.107,0.162
1.65,2157.0,5608.0,0.027393704403855988,0.08
2.72,858.0,3914.0,0.038471912765596514,-0.13
1.85,767.0,5656.0,0.20785076186496199,0.02
4.81,1113.0,6397.0,0.066,-0.22
3.679,1860.0,5979.0,0.04484376011895275,-0.18
3.64,2067.0,5820.0,0.017556447445044716,-0.02
1.33,599.0,5622.0,0.28183764808074757,-0.04
